,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
05/30/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.63,1.22,539.07,89.74,811.92
05/30/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.62,1.61,721.64,99.53,880.07
05/30/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.41,1.79,868.2,107.07,918.51
05/30/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.54,1.39,966.6,111.76,938.93
05/30/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.55,1.22,1009.52,114.37,945.59
05/30/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.35,0.82,993.96,110.92,944.55
05/30/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.06,0.79,921.14,106.61,929.93
05/30/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.33,0.73,797.17,100.57,900.3
05/30/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.1,1.2,631.84,91.57,850.31
05/30/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.91,1.54,437.95,80.45,760.24
05/30/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.24,1.23,239.23,61.89,612.33
05/30/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.09,2.85,67.74,27.72,378.37
05/30/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.45,2.67,0.29,0.24,0.0
05/30/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.56,2.32,0.0,0.0,0.0
05/31/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.09,2.39,0.0,0.0,0.0
05/31/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.73,2.58,0.0,0.0,0.0
05/31/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.96,2.79,0.0,0.0,0.0
05/31/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.75,3.45,0.0,0.0,0.0
05/31/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.39,3.43,0.0,0.0,0.0
05/31/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.35,3.22,0.0,0.0,0.0
05/31/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.73,2.8,0.0,0.0,0.0
05/31/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.84,3.1,14.69,11.26,0.0
05/31/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.86,3.97,136.26,60.63,386.43
05/31/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.24,4.29,319.57,99.62,579.43
05/31/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.5,4.21,509.53,128.75,687.12
05/31/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.34,4.14,662.44,193.21,663.18
05/31/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.38,4.16,766.54,285.64,579.9
05/31/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.18,3.71,830.66,352.85,524.44
05/31/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.89,3.53,910.67,310.94,633.02
05/31/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.47,3.76,922.19,261.46,706.1
05/31/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.93,3.88,851.27,229.82,708.66
05/31/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.18,4.29,692.74,245.06,577.66
05/31/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.05,3.98,558.66,189.88,579.08
05/31/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.72,3.59,392.21,137.82,539.05
05/31/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.06,3.18,223.89,78.35,499.34
05/31/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.12,3.33,61.06,38.68,207.65
05/31/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.77,3.5,0.39,0.44,0.0
05/31/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.48,3.58,0.0,0.0,0.0
06/01/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.78,3.48,0.0,0.0,0.0
06/01/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.09,3.32,0.0,0.0,0.0
06/01/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.57,3.21,0.0,0.0,0.0
06/01/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.47,3.45,0.0,0.0,0.0
06/01/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.58,3.77,0.0,0.0,0.0
06/01/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.64,4.07,0.0,0.0,0.0
06/01/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.93,3.5,0.0,0.0,0.0
06/01/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.94,3.88,7.86,7.87,0.0
06/01/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.51,4.42,59.67,58.02,8.39
06/01/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.99,4.09,149.66,130.15,51.27
06/01/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.48,4.13,128.27,118.76,17.15
06/01/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.14,3.86,287.53,252.64,49.27
06/01/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.11,4.16,397.09,285.53,134.43
06/01/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.49,4.37,512.8,266.76,269.87
06/01/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.99,5.69,447.74,354.81,98.02
06/01/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.68,5.33,144.81,143.6,1.29
06/01/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.59,5.86,242.69,237.26,6.18
06/01/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.42,5.29,118.64,118.55,0.12
06/01/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.8,4.82,53.69,53.74,0.0
06/01/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.43,5.3,35.37,35.42,0.0
06/01/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.16,4.95,9.77,9.82,0.0
06/01/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.04,4.62,5.99,6.04,0.0
06/01/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.91,4.37,0.06,0.1,0.0
06/01/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.86,4.13,0.0,0.0,0.0
06/02/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.87,3.72,0.0,0.0,0.0
06/02/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.98,3.57,0.0,0.0,0.0
06/02/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.98,3.04,0.0,0.0,0.0
06/02/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.05,2.43,0.0,0.0,0.0
06/02/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.27,1.83,0.0,0.0,0.0
06/02/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.56,1.3,0.0,0.0,0.0
06/02/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.32,0.65,0.0,0.0,0.0
06/02/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.56,0.47,2.62,2.66,0.0
06/02/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.77,0.52,32.54,32.59,0.0
06/02/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.77,1.76,89.38,73.35,42.06
06/02/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.01,2.21,233.85,141.05,167.08
06/02/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.85,2.54,287.33,198.99,124.65
06/02/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.48,2.97,458.61,255.09,245.1
06/02/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.42,2.73,569.14,299.54,295.53
06/02/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.44,1.98,615.63,318.25,313.44
06/02/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.89,2.18,789.84,219.45,608.5
06/02/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.75,2.33,677.47,212.61,528.9
06/02/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.77,2.49,600.59,188.54,530.07
06/02/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.92,1.5,415.55,166.61,389.21
06/02/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.72,1.8,204.78,148.19,119.11
06/02/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.37,1.43,176.49,103.12,248.67
06/02/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.5,1.6,63.51,28.02,317.77
06/02/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.53,1.77,0.54,0.48,0.0
06/02/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.08,1.82,0.0,0.0,0.0
06/03/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.93,1.9,0.0,0.0,0.0
06/03/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.1,1.81,0.0,0.0,0.0
06/03/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.64,1.63,0.0,0.0,0.0
06/03/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.19,1.76,0.0,0.0,0.0
06/03/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.78,1.65,0.0,0.0,0.0
06/03/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.33,1.94,0.0,0.0,0.0
06/03/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.66,2.18,0.0,0.0,0.0
06/03/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.17,2.31,14.48,10.44,0.0
06/03/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.46,2.62,111.42,62.93,244.44
06/03/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.9,2.42,261.73,105.93,408.09
06/03/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.55,3.81,463.87,146.31,571.16
06/03/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.98,3.76,672.57,110.27,792.93
06/03/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.07,3.38,691.19,205.25,584.88
06/03/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.78,3.09,896.69,161.85,805.06
06/03/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.58,3.57,944.33,146.69,840.19
06/03/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.09,3.85,880.19,195.48,729.86
06/03/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.8,3.77,773.98,194.71,658.38
06/03/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,29.08,3.65,654.03,148.5,649.38
06/03/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.98,4.24,539.08,113.47,664.02
06/03/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.6,3.56,378.51,82.57,620.87
06/03/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.43,3.14,197.5,64.04,449.75
06/03/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.12,3.48,65.89,28.26,331.47
06/03/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.46,3.84,0.59,0.54,0.0
06/03/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.25,3.45,0.0,0.0,0.0
06/04/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.84,3.36,0.0,0.0,0.0
06/04/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.96,3.88,0.0,0.0,0.0
06/04/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.03,3.76,0.0,0.0,0.0
06/04/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.69,3.32,0.0,0.0,0.0
06/04/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.16,3.34,0.0,0.0,0.0
06/04/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.78,3.55,0.0,0.0,0.0
06/04/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.69,2.69,0.0,0.0,0.0
06/04/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.72,3.35,13.35,12.47,0.0
06/04/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.74,3.73,105.65,79.76,130.04
06/04/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.84,3.69,260.98,135.25,328.86
06/04/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.59,4.09,441.63,165.92,495.48
06/04/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.68,4.47,565.14,249.37,445.02
06/04/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.81,4.85,620.98,290.0,398.18
06/04/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.28,5.11,746.3,272.54,518.77
06/04/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,28.95,5.05,773.08,336.78,459.3
06/04/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.82,4.85,707.78,345.56,385.81
06/04/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.03,5.07,410.37,293.25,132.98
06/04/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.39,4.45,186.86,173.91,16.62
06/04/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.31,4.36,328.55,264.27,100.09
06/04/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.31,3.77,312.19,151.6,335.86
06/04/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.25,3.7,189.7,81.68,361.97
06/04/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.36,3.86,55.48,38.92,143.55
06/04/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.74,3.95,0.53,0.5,0.0
06/04/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.37,3.95,0.0,0.0,0.0
06/05/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.05,4.31,0.0,0.0,0.0
06/05/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.19,4.83,0.0,0.0,0.0
06/05/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.19,5.53,0.0,0.0,0.0
06/05/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.0,5.42,0.0,0.0,0.0
06/05/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.7,4.82,0.0,0.0,0.0
06/05/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.61,4.2,0.0,0.0,0.0
06/05/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.53,4.97,0.0,0.0,0.0
06/05/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.71,4.25,13.34,9.52,0.0
06/05/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.25,3.75,93.76,48.03,228.97
06/05/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.3,4.83,157.59,77.74,208.61
06/05/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.68,4.92,183.05,138.09,80.74
06/05/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.51,4.33,278.89,188.12,127.86
06/05/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.92,4.18,331.86,247.69,101.21
06/05/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.68,3.71,303.88,259.27,48.82
06/05/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.06,4.23,292.01,277.88,14.87
06/05/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.1,5.24,289.77,206.14,89.02
06/05/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.62,6.13,393.15,203.01,215.68
06/05/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.57,6.42,534.23,128.37,519.91
06/05/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.3,4.95,484.33,112.2,578.28
06/05/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.73,3.92,275.16,96.52,372.48
06/05/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.41,3.71,166.42,65.75,335.53
06/05/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.5,2.73,60.66,28.44,275.16
06/05/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.2,2.79,0.84,0.74,0.0
06/05/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.51,2.83,0.0,0.0,0.0
06/06/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.1,2.62,0.0,0.0,0.0
06/06/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.32,2.84,0.0,0.0,0.0
06/06/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.96,3.38,0.0,0.0,0.0
06/06/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.05,3.72,0.0,0.0,0.0
06/06/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.29,4.12,0.0,0.0,0.0
06/06/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.21,4.49,0.0,0.0,0.0
06/06/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.77,4.05,0.0,0.0,0.0
06/06/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.41,3.89,6.3,5.62,0.0
06/06/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.73,3.87,44.85,31.07,68.83
06/06/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.69,3.74,136.68,60.54,198.68
06/06/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.95,3.86,413.45,99.33,563.79
06/06/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.26,4.66,686.1,107.58,814.6
06/06/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.84,5.83,809.86,141.77,803.07
06/06/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.39,6.67,901.76,120.82,854.39
06/06/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.79,6.86,978.39,118.69,904.04
06/06/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.88,7.46,758.59,212.88,580.43
06/06/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.78,7.91,820.44,142.03,768.79
06/06/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.66,8.05,648.5,181.23,597.79
06/06/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.34,6.7,548.72,126.86,654.3
06/06/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.74,5.54,385.9,98.02,598.49
06/06/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.91,4.45,216.0,79.22,453.49
06/06/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.53,3.86,64.08,28.76,297.4
06/06/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.77,4.08,0.86,0.75,0.0
06/06/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.27,3.31,0.0,0.0,0.0
06/07/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.96,3.18,0.0,0.0,0.0
06/07/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.46,3.62,0.0,0.0,0.0
06/07/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.38,4.36,0.0,0.0,0.0
06/07/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.77,4.63,0.0,0.0,0.0
06/07/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.99,3.94,0.0,0.0,0.0
06/07/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.25,3.4,0.0,0.0,0.0
06/07/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.62,3.08,0.0,0.0,0.0
06/07/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.68,3.48,17.55,9.79,0.0
06/07/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.75,4.24,145.43,48.47,483.13
06/07/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.53,4.36,331.21,73.33,672.36
06/07/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.48,4.83,524.32,89.49,780.12
06/07/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.02,5.2,701.29,100.81,845.26
06/07/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.24,6.24,845.8,107.02,887.79
06/07/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.44,8.06,906.17,119.01,860.89
06/07/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.25,7.7,836.16,283.92,580.44
06/07/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.57,7.55,946.85,143.0,854.44
06/07/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.18,7.17,754.17,117.87,720.43
06/07/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,27.07,6.82,765.58,114.27,832.18
06/07/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,26.27,5.85,614.93,98.93,798.85
06/07/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.78,4.72,430.41,90.94,703.79
06/07/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.75,3.66,193.75,115.62,257.75
06/07/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.51,2.33,52.78,43.76,74.89
06/07/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.6,2.47,0.88,0.93,0.0
06/07/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.11,2.51,0.0,0.0,0.0
06/08/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.15,1.38,0.0,0.0,0.0
06/08/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.0,1.37,0.0,0.0,0.0
06/08/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.87,1.5,0.0,0.0,0.0
06/08/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.31,1.33,0.0,0.0,0.0
06/08/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.38,1.25,0.0,0.0,0.0
06/08/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.53,1.8,0.0,0.0,0.0
06/08/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.7,1.78,0.0,0.0,0.0
06/08/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.57,2.08,15.06,11.81,0.0
06/08/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,17.19,3.52,99.82,78.89,104.09
06/08/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.77,3.67,164.8,113.18,134.51
06/08/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,20.69,3.69,272.26,224.95,84.86
06/08/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.73,3.82,414.37,301.91,158.27
06/08/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,22.67,4.95,568.47,341.91,272.18
06/08/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.89,5.76,852.67,211.43,701.08
06/08/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.54,5.16,842.04,203.95,670.39
06/08/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.67,5.75,715.22,310.88,429.53
06/08/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,25.39,7.3,651.68,157.4,559.15
06/08/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.21,6.77,496.72,180.42,403.65
06/08/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.46,4.99,218.12,192.49,39.6
06/08/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,24.19,5.02,122.98,120.15,5.86
06/08/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.91,3.92,71.28,43.94,89.78
06/08/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,23.36,3.07,18.14,14.89,26.65
06/08/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,21.73,3.45,0.58,0.56,0.0
06/08/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,19.74,4.76,0.0,0.0,0.0
06/09/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,18.13,4.9,0.0,0.0,0.0
06/09/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,16.63,4.64,0.0,0.0,0.0
06/09/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.08,4.59,0.0,0.0,0.0
06/09/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.09,3.76,0.0,0.0,0.0
06/09/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.05,2.73,0.0,0.0,0.0
